-882|-980.6692901749788
817|89.50012968022838
309|-469.26466503498807
272|104.85352868766722
140|-296.6640936426859
134|411.2955506572239
-847|871.6176257163349
-221|589.0002895361906
-690|-188.53914597894232
606|-547.6150224823548
-315|-152.0493179584572
-295|-446.6788893262044
450|-194.7950092697805
-509|857.7759651273345
944|-77.85334713779423
-687|669.1916148652494
-477|687.562781884963
565|259.8391978327777
-237|597.301511531085
471|257.34520627723464
-857|265.8804670446757
549|28.579846317106558
778|-92.86285363140757
-486|-694.1271503150923
-161|-109.58339712532302
-317|-560.5046375846385
-949|694.2922639801427
-839|29.850927029640616
866|-196.39146133436782
311|-365.48453102233464
-929|-217.79530505678485
662|-964.1441527749006
-891|-239.00822167168405
71|417.36725333140566
-349|845.6547245831227
-871|-636.4212023915974
494|341.0871815498242
818|779.6023192015982
120|929.9572800151054
-524|-254.20256834690554
135|-768.9530168442307
702|-27.242865580193097
-769|684.4623606964781
-190|719.5166302596317
-443|-890.0078788906541
-334|520.0340742611475
-790|410.29937925831837
-412|235.08092166278766
182|330.2573503629819
-175|532.1142909409248
389|-914.6897354184657
434|-188.966000548348
521|925.9750205671642
-84|-814.371512245503
797|839.3516530295421
319|471.8920981582453
197|976.6040281325247
200|331.10778442160586
208|587.9878795981892
-496|-706.850988523739
-505|-653.0425352572145
470|-223.21408595350283
-498|-166.46888506530513
365|795.5251198922329
-643|320.7384226178315
-653|-261.229166984064
-933|-704.9303967896254
-829|216.63577512870825
-412|469.90383176554724
-77|797.0028419310609
192|514.3642821065603
833|-154.47919471342414
-63|909.3323211673833
-570|564.4914281831905
-320|855.2562646260792
-963|705.7353805696746
660|453.9367949081195
524|-558.6063243148192
276|522.5046848226546
-892|-521.6133636576346
-241|526.8452516420425
569|-303.5242355259711
-351|239.0855593477454
72|-314.8294148402655
-352|-848.9872049089937
-66|881.3862850812627
759|350.88517961825073
-603|193.06052832086425
-954|-148.37475968939827
174|-850.8038278795864
243|758.711856172449
331|761.9380386444616
-669|414.9499531408733
-475|-375.16538921221866
-462|-399.4544776830653
-1|107.34549050936153
-793|-333.5525588509187
636|834.1123840797138
-316|350.12640442744805
-164|587.623493526972
